Date,CNSI,CNSI_Z,Fiedler
2020-10-07,1.2459103581290826e-05,-0.08338388452865655,5.886861891918179
2020-10-08,6.574995512043316e-06,-0.0870104416740201,5.739876053129927
2020-10-09,2.7064732165412986e-06,-0.08939573350793711,5.53223045167781
2020-10-12,3.8877326823052264e-06,-0.08867029936602353,5.425566129561051
2020-10-13,1.391893781216704e-06,-0.09020039046580562,5.517869619797471
2020-10-14,6.981505049039128e-06,-0.08676204434635815,5.568466667057128
2020-10-15,3.1927460846404397e-06,-0.0891063327406989,5.49864895096972
2020-10-16,4.400128427334541e-06,-0.08836846578930277,5.53053451071472
2020-10-19,1.584843717438499e-06,-0.09008784231671586,5.60714891384931
2020-10-20,4.920016688218795e-06,-0.08800819664670846,5.554251552755058
2020-10-21,7.156998328463349e-06,-0.08660446791425976,5.231227626362776
2020-10-22,1.3102191968193846e-05,-0.0829619025892158,5.263006556891159
2020-10-23,3.3632195117286957e-06,-0.08897909396292757,5.365458977803343
2020-10-26,1.4450763130486784e-06,-0.09015661486295257,5.336394911371031
2020-10-27,2.1861238341918487e-06,-0.08968412628007859,5.0950194715904535
2020-10-28,2.017537716721698e-06,-0.08977792085092283,5.101119553416652
2020-10-29,1.8591597488939156e-05,-0.07958191662923371,4.946654576902591
2020-10-30,9.077482082742105e-06,-0.08547358487825783,4.667194944693314
2020-11-02,1.885952782021757e-06,-0.08989777700333985,4.742481346369884
2020-11-03,1.0132725188413958e-05,-0.0848069672966196,4.63583750667115
2020-11-04,2.8054258837631283e-05,-0.07378867809390081,4.602182468420314
2020-11-05,6.837306040416157e-06,-0.08690538316020276,4.401031180109301
2020-11-06,5.665987369487621e-06,-0.08762760452892586,4.604428476622825
2020-11-09,1.1840955135643443e-06,-0.09039455179995863,5.059000019678901
2020-11-10,4.8575242951418066e-05,-0.061244313264750314,5.139139278090218
2020-11-11,4.0423809562511465e-06,-0.08875090189811113,4.6059131244481915
2020-11-12,9.400891621441333e-06,-0.08546150341350199,4.344464340950333
2020-11-13,1.793580647911591e-05,-0.08022701398414403,3.9756472287858085
2020-11-16,4.302580569163483e-06,-0.08865116530676231,3.8289044222758997
2020-11-17,4.759181389116741e-06,-0.08837871263914436,3.847298548529256
2020-11-18,4.187706581320892e-06,-0.08873833507077152,3.866497305086539
2020-11-19,2.1212842259631296e-06,-0.08999773453367815,4.021821989346103
2020-11-20,1.6801744833138347e-06,-0.09026941121009094,3.883462033535986
2020-11-23,3.833015548076301e-06,-0.0889240048534782,3.9011792831244523
2020-11-24,5.803068889959127e-06,-0.08771861627665618,3.1313176147832253
2020-11-25,1.4884156345226215e-05,-0.08213486876345563,3.1955910644402303
2020-11-26,3.0208101937447833e-06,-0.08946439136452951,3.153261926595458
2020-11-27,4.56486878980926e-06,-0.0885152656523961,3.046932468945111
2020-11-30,2.9948710710185633e-06,-0.08947680795382122,3.097291015086834
2020-12-01,3.741168414204378e-06,-0.0889023486270439,3.123006393782093
2020-12-02,9.216125905608792e-06,-0.08551435713443711,3.208737759295456
2020-12-03,4.955687908256566e-06,-0.08814984480342562,3.529546133418245
2020-12-04,2.6384771683006992e-06,-0.08955483760248434,3.833898334705748
2020-12-07,5.727252385900905e-06,-0.08765251222886951,4.009287086159256
2020-12-08,6.431789884812859e-06,-0.08721843449190479,4.052902074326034
2020-12-09,3.3070211571998666e-06,-0.08915213775223502,4.052022076026201
2020-12-10,3.4447123051212294e-06,-0.08906491498374354,4.1263194082415975
2020-12-11,1.1899828878191695e-05,-0.08386856800176484,4.197607371232142
2020-12-14,2.0543129259127785e-06,-0.08995347086259887,4.147700613478845
2020-12-15,2.1924942639348087e-06,-0.08986143312591742,4.1897748320510875
2020-12-16,3.319632363038697e-06,-0.08916063232942317,4.190193909002586
2020-12-17,3.2470023032512312e-06,-0.08919041840589009,4.105681844570325
2020-12-18,4.041470373556928e-06,-0.08829719178478629,3.9371768155183204
2020-12-21,6.795436027421422e-06,-0.08619322300185937,4.002380104824544
2020-12-22,2.8437273877835774e-06,-0.08860988831313155,4.151759629967289
2020-12-23,5.848803791895152e-06,-0.08670496555165173,4.129169587408354
2020-12-24,6.654021142481539e-06,-0.08619358952948937,4.350957940959225
2020-12-25,8.450194441252533e-06,-0.08502308359968194,4.253981771268375
2020-12-28,5.848848319877617e-06,-0.08656354465988807,4.235351049611861
2020-12-29,3.661719347043663e-06,-0.08791668942712243,4.220794325654387
2020-12-30,1.4481077934333263e-06,-0.08927633935688933,4.3855311827086645
2020-12-31,4.798829048061744e-06,-0.08720294325327817,4.614843012852148
2021-01-01,0.0005931473408736276,0.274646187131203,4.943280382087497
2021-01-04,0.0010523069343423117,0.5552514253685441,3.2330104259203054
2021-01-05,1.185670851965013e-05,-0.08682549771761511,2.865157704345866
2021-01-06,9.556715946032612e-06,-0.08825676959340588,2.8239207797958024
2021-01-07,8.576943646047374e-06,-0.08887934151556495,2.8867156635082667
2021-01-08,3.910100593592073e-06,-0.09174342642111327,2.8650828260248575
2021-01-11,5.190703864401858e-06,-0.09094882415673074,2.970907308617948
2021-01-12,5.746323170928497e-06,-0.09060772454153021,3.0672829520729277
2021-01-13,3.6203370122933647e-06,-0.0917843243965539,3.101005254780972
2021-01-14,7.342149926068535e-06,-0.0894850565821759,3.1833881042579595
2021-01-15,2.5980327196294363e-06,-0.09240451806243455,3.161047223639157
2021-01-18,2.063820692990009e-05,-0.08130379649350182,3.1430053182410584
2021-01-19,2.1709375534662103e-06,-0.09267111469898917,3.2111544975026134
2021-01-20,6.998293984463167e-06,-0.08965566978463979,3.1755093916556456
2021-01-21,8.573067525830697e-06,-0.08867726053749679,3.1400864741165786
2021-01-22,4.4577445505838595e-06,-0.09101904596274205,3.2737569622050993
