Date,USD,EUR,GBP,JPY,CHF,AUD,CAD,NZD,SEK,NOK
2015-01-02,0.0,-0.0007619367162765674,-7.796643644500712e-05,-0.0016448509921440516,1.007296061237522e-05,0.0008174428204231167,5.173060957769628e-05,-0.0011694080073801597,-0.0010282917450333067,-0.0004131730684909588
2015-01-05,0.0,-0.011897438565102713,-0.0191040353172311,-0.0046940241935655306,-0.011700752761269103,-0.013564808581999379,-0.015294860263717514,-0.01630698674007395,-0.018337179347725024,-0.019637516017702247
2015-01-06,0.0,-0.0006210645277236351,-0.0017409587536391358,0.00841328449579429,-0.0003975618078776647,0.003961123662572345,0.0030573284861112136,0.004456028457646783,0.0037603504468041414,-0.003958668835003748
2015-01-07,0.0,-0.00534627617400705,-0.007918147497246977,0.006316802599402123,-0.005055784765157587,-0.00242700155377559,-0.006781425074233273,0.00617912751301485,-0.0009114207311043607,-0.01428997442328097
2015-01-08,0.0,-0.0033195730466938967,-0.0020112884046900544,-0.005177350375773364,-0.003395812368569451,-0.000565434106003372,0.0015641262308696362,0.002948365297239278,-0.005625749411158901,0.005980103164517138
2015-01-09,0.0,-0.0033794393820058676,-0.0012983894422515026,-0.004207771353644459,-0.003492379545063994,0.004776012824023882,-0.0007527872691008866,0.0054544100880700025,-0.007226191844175899,0.010132354561216651
2015-01-12,0.0,0.006307137852062381,0.006706387478169866,0.013277298336801188,0.006374143363498663,0.013232201621839926,-0.0014278910277462727,0.004306401416584631,0.001931406784680294,-0.003187824362411174
2015-01-13,0.0,-0.003306367396404937,-0.0012599495378222878,-0.0009808485051071372,-0.003039406425117291,-0.008759447095508407,-0.010389673941121358,-0.010459840343464841,-0.007807518264350866,-0.01242474406644086
2015-01-14,0.0,-0.004509498516605509,0.0,0.004514644177577399,-0.0045222728429495495,0.002856792717735773,0.0011286825209020949,-0.002714188951930931,0.0018965325322579081,0.0004174228176569803
2015-01-15,0.0,0.0006480468848150304,0.004211044629357473,0.00344409025944785,0.0005593116705912941,-0.0035901060148690192,0.0006275302224165881,-0.003941643011893219,-0.003356879033342908,0.015195145611195138
2015-01-16,0.0,-0.012683432307938381,-0.0034977892111935967,0.010791490084341725,0.17610885142039062,0.00965722932634225,-0.0009202628869017234,0.0163312279878546,-0.002605712131159872,0.00267816142048904
2015-01-19,0.0,-0.006148873386060637,-0.002577425477023839,-0.01223859117665533,-0.004437744686963329,0.0004112351529149744,-0.0010280727104596105,-0.005941150160904108,0.001987707765653628,0.0061138307507614745
2015-01-20,0.0,0.002756573846945433,-0.0034464597214047105,-0.0012921252955968782,-0.024709675883791207,-0.0038592119968877616,0.0012789241960311825,-0.004588092052603039,-0.005828519286759825,-0.011114748867210734
2015-01-21,0.0,-0.004409093556812298,0.0037947660451036237,-0.007928626107446825,0.00610045658092529,-0.003681138407572996,-0.013137921087885272,-0.014480727245422783,-0.00426432598936216,-0.005858967440360998
2015-01-22,0.0,0.005906263803163871,-0.0001666209059886424,0.00667208759805691,0.015932817589987283,-0.007889178632087176,-0.018866382667556483,-0.009740603643275385,0.0014424403066385357,0.014131269490220083
2015-01-23,0.0,-0.02339614797820338,-0.008730638486994666,-0.007531374717759693,-0.012931725056096422,-0.010075386928996222,-0.003106020179735768,-0.00867111671074073,-0.009003710858763683,-0.010462973868274467
2015-01-26,0.0,-0.019695673188945495,-0.0011553444420946777,0.011774204196924511,-0.010725810464812368,-0.018120260222213577,-0.006022776875280622,-0.011866237246651245,-0.0154079911309645,-0.01720465226170817
2015-01-27,0.0,0.01092915671812222,0.005956016827560745,-0.009827039272373604,-0.022667054376388225,0.005845209212659291,-0.0017885963258199786,0.0024513333695361573,0.008758105710270681,0.00022603822665359687
2015-01-28,0.0,0.01058356411852316,0.006781200695089752,0.006305656839604986,0.002332676207507009,-7.922974844189933e-05,0.006858803522277292,0.002308057753237269,0.012692969744359425,0.006900662715067247
2015-01-29,0.0,-0.007587187178921266,-0.003017804540886184,0.0015550072073379222,-0.00863695204720645,-0.0036371732713296784,-0.010274595178061651,-0.01758580814802437,-0.013492442845314838,-0.011086899337104864
2015-01-30,0.0,0.004783451539234167,-0.0041856242649810655,-0.005563092866044677,-0.01694493552341451,-0.01410676705949051,-0.007161599703614353,-0.005696721388923703,0.004469279380380841,0.0004861589237540792
2015-02-02,0.0,-0.002343696043751205,0.0005278758100930291,0.009038790294962823,0.001301681828076148,0.0,-0.0060158699947568785,-0.0031267078021312567,-4.848839171529815e-05,0.012528410174166562
2015-02-03,0.0,0.002887982175268975,-0.003914989719067638,-0.00333106896954222,-0.006275728002556536,0.0024933275475637457,0.00831791864334035,0.005751978583109309,-0.006436239302530646,0.009054731017001565
2015-02-04,0.0,0.010145404662095805,0.0075576227035705525,-0.0006037452171069229,0.002538038853116754,-0.0049806020111246435,0.011349204776700627,0.0036576089176498594,0.009685769857649731,0.015347060991840479
2015-02-05,0.0,-0.012173604340968083,0.0025014895460248546,0.0030476812836430305,-0.0013508348733481063,-0.00023275546831813413,-0.010872272832044812,0.004259710675396143,-0.007465368731354267,-0.012512058376377902
2015-02-06,0.0,0.013446211575507286,0.009563485686080593,-0.0021037269183522287,0.004329019886062094,0.004979389535651374,0.011354649720163102,0.006349740753329273,0.0059338760567535604,0.015192616587973712
2015-02-09,0.0,-0.013830915005197415,-0.005685022570220058,-0.012135178021942628,-0.004652930895809203,-0.004979389535651328,-0.006572682587252147,-0.007673584894839405,-0.020366839314657454,-0.01276365108052715
2015-02-10,0.0,0.001109465116006892,-0.0015074618129456742,0.0034268760197879717,0.0018369275021110434,0.004901362579782137,0.0034492683390273575,0.007007213795998362,0.0072048235957609475,0.001626026410813308
